cols from HT,Crosswalk to HT document,Use?,Question in Crunch,Category,Question,Short name,Include,Grouping Required,l1,l2,r1,r2,Col to show,Y-axis Label,Title,Results,Result notes
islam_att_9,islam_att_9,,Attitudes towards Islam -- Most Muslim women in America have just as much control and choice over their lives as non-Muslim women,,Do you agree or disagree with the following statements? -- Most Muslim women in America have just as much control and choice over their lives as non-Muslim women,islam_att_9,Include,Yes,1,3,4,6,2,% agree,Do you agree or disagree with the following statements? -- Most Muslim women in America have just as much control and choice over their lives as non-Muslim women,,
islam_att_10,islam_att_10,,Attitudes towards Islam -- Most Muslims in America are prejudiced towards gays and lesbians,,Do you agree or disagree with the following statements? -- Most Muslims in America are prejudiced towards gays and lesbians,islam_att_10,Include,Yes,1,3,4,6,2,% agree,Do you agree or disagree with the following statements? -- Most Muslims in America are prejudiced towards gays and lesbians,,
islam_att_11,islam_att_11,,Attitudes towards Islam -- Islam is the greatest threat to America,,Do you agree or disagree with the following statements? -- Islam is the greatest threat to America,islam_att_11,Include,Yes,1,3,4,6,2,% agree,Do you agree or disagree with the following statements? -- Islam is the greatest threat to America,,
share_4D_muslim,#N/A,,Share values - Muslim Americans,,How much do each other the following groups share your values? Muslim Americans ,share_4D_muslim,Include,Yes,1,2,3,4,2,% Share some or nearly all values,How much do each other the following groups share your values? Muslim Americans ,,
share_4D_evang,#N/A,,Share values - Evangelical Christians,,How much do each other the following groups share your values? Evangelical Christians,share_4D_evang,Include,Yes,1,2,3,4,2,% Share some or nearly all values,How much do each other the following groups share your values? Evangelical Christians,,
share_4D_vets,#N/A,,Share values - US military veterans,,How much do each other the following groups share your values? US military veterans,share_4D_vets,Include,Yes,1,2,3,4,2,% Share some or nearly all values,How much do each other the following groups share your values? US military veterans,,
share_4D_guns,#N/A,,Share values - Gun owners,,How much do each other the following groups share your values? Gun owners,share_4D_guns,Include,Yes,1,2,3,4,2,% Share some or nearly all values,How much do each other the following groups share your values? Gun owners,,
share_4D_nra,#N/A,,Share values - National Rifle Association members,,How much do each other the following groups share your values? National Rifle Association members,share_4D_nra,Include,Yes,1,2,3,4,2,% Share some or nearly all values,How much do each other the following groups share your values? National Rifle Association members,,
share_4D_supp_trump,#N/A,,Share values - Supporters of Donald Trump,,How much do each other the following groups share your values? Supporters of Donald Trump ,share_4D_supp_trump,Include,Yes,1,2,3,4,2,% Share some or nearly all values,How much do each other the following groups share your values? Supporters of Donald Trump ,,
share_4D_supp_clinton,#N/A,,Share values - Supporters of Hillary Clinton,,How much do each other the following groups share your values? Supporters of Hillary Clinton ,share_4D_supp_clinton,Include,Yes,1,2,3,4,2,% Share some or nearly all values,How much do each other the following groups share your values? Supporters of Hillary Clinton ,,
contrib_4D_muslim,#N/A,,Contribute - Muslim Americans,,How much do each of the following groups contribute to society? Muslim Americans ,contrib_4D_muslim,Include,No,,,,,1,% Contribute less than other Americans to society,How much do each of the following groups contribute to society? Muslim Americans ,,
contrib_4D_evang,#N/A,,Contribute - Evangelical Christians,,How much do each of the following groups contribute to society? Evangelical Christians,contrib_4D_evang,Include,No,,,,,1,% Contribute less than other Americans to society,How much do each of the following groups contribute to society? Evangelical Christians,,
contrib_4D_vets,#N/A,,Contribute - US military veterans,,How much do each of the following groups contribute to society? US military veterans,contrib_4D_vets,Include,No,,,,,1,% Contribute less than other Americans to society,How much do each of the following groups contribute to society? US military veterans,,
contrib_4D_guns,#N/A,,Contribute - Gun owners,,How much do each of the following groups contribute to society? Gun owners,contrib_4D_guns,Include,No,,,,,1,% Contribute less than other Americans to society,How much do each of the following groups contribute to society? Gun owners,,
contrib_4D_nra,#N/A,,Contribute - National Rifle Association members,,How much do each of the following groups contribute to society? National Rifle Association members,contrib_4D_nra,Include,No,,,,,1,% Contribute less than other Americans to society,How much do each of the following groups contribute to society? National Rifle Association members,,
contrib_4D_supp_trump,#N/A,,Contribute - Supporters of Donald Trump,,How much do each of the following groups contribute to society? Supporters of Donald Trump ,contrib_4D_supp_trump,Include,No,,,,,1,% Contribute less than other Americans to society,How much do each of the following groups contribute to society? Supporters of Donald Trump ,,
contrib_4D_supp_clinton,#N/A,,Contribute - Supporters of Hillary Clinton,,How much do each of the following groups contribute to society? Supporters of Hillary Clinton ,contrib_4D_supp_clinton,Include,No,,,,,1,% Contribute less than other Americans to society,How much do each of the following groups contribute to society? Supporters of Hillary Clinton ,,
nat_diff,nat_diff,,Natural differences,,Which do you agree with more?,nat_diff,Include,No,,,,,1,"% By nature, some racial groups are superior to others","Which do you agree with more? By nature, some racial groups are superior to others vs By nature, racial groups have the same potential everywhere",,
hate_speech,hate_speech,,Hate speech,,"Do you agree or disagree with the following statement? People should be able to say what they really think, even when it offends people",hate_speech,Include,Yes,1,3,4,6,2,% agree,"Do you agree or disagree with the following statement? People should be able to say what they really think, even when it offends people",,
prot_from_hate,prot_from_hate,,Protect from hate speech,,Do you agree or disagree with the following statement? We need to protect people from dangerous and hateful speech ,prot_from_hate,Include,Yes,1,3,4,6,2,% agree,Do you agree or disagree with the following statement? We need to protect people from dangerous and hateful speech ,,
prob_pc,prob_pc,,Political correctness is problem,,Do you agree or disagree with the following statement? Political correctness is a problem in our country,prob_pc,Include,Yes,1,3,4,6,2,% agree,Do you agree or disagree with the following statement? Political correctness is a problem in our country,,
prob_hate,prob_hate,,Hate speech is problem,,Do you agree or disagree with the following statement? Hate speech is problem is our country,prob_hate,Include,Yes,1,3,4,6,2,% agree,Do you agree or disagree with the following statement? Hate speech is problem is our country,,
racism_homog,racism_homog,,Racism vs. political homogeneity,,Which do you agree with more?,racism_homog,Include,No,,,,,1,% I am worried about increasing intolerance towards people of different races and ethnicities,I am worried about increasing intolerance towards people of different races and ethnicities vs I am worried about increasing intolerance towards people who have different religious and political beliefs,,
media_honest_fox,#N/A,,Perception of problems with media - Honesty -- Fox News,,How honest are each of the following networks... Fox News,media_honest_fox,Include,Yes,1,2,3,4,1,% Honest,How honest are each of the following networks... Fox News,,
media_honest_cnbc,#N/A,,Perception of problems with media - Honesty -- CNBC,,How honest are each of the following networks... CNBC,media_honest_cnbc,Include,Yes,1,2,3,4,1,% Honest,How honest are each of the following networks... CNBC,,
media_honest_msnbc,#N/A,,Perception of problems with media - Honesty -- MSNBC,,How honest are each of the following networks... MSNBC,media_honest_msnbc,Include,Yes,1,2,3,4,1,% Honest,How honest are each of the following networks... MSNBC,,
media_bias_fox,#N/A,,Perception of problems with media - Bias -- Fox News,,How biased are each of the following networks... Fox News,media_bias_fox,Include,Yes,1,2,3,4,1,% Biased,How biased are each of the following networks... Fox News,,
media_bias_cnbc,#N/A,,Perception of problems with media - Bias -- CNBC,,How biased are each of the following networks... CNBC,media_bias_cnbc,Include,Yes,1,2,3,4,1,% Biased,How biased are each of the following networks... CNBC,,
media_bias_msnbc,#N/A,,Perception of problems with media - Bias -- MSNBC,,How biased are each of the following networks... MSNBC,media_bias_msnbc,Include,Yes,1,2,3,4,1,% Biased,How biased are each of the following networks... MSNBC,,
media_agree_fox,#N/A,,Perception of problems with media - Agree -- Fox News,,Which do you agree with more? Fox News,media_agree_fox,Include,No,,,,,2,% try to always report the truth ,Which do you agree with more? Fox News try to always report the truth vs report false stories if it benefits them vs Don’t know,,
media_agree_cnbc,#N/A,,Perception of problems with media - Agree -- CNBC,,Which do you agree with more? CNBC,media_agree_cnbc,Include,No,,,,,2,% try to always report the truth ,Which do you agree with more? CNBC try to always report the truth vs report false stories if it benefits them vs Don’t know,,
media_agree_msnbc,#N/A,,Perception of problems with media - Agree -- MSNBC,,Which do you agree with more? MSNBC,media_agree_msnbc,Include,No,,,,,2,% try to always report the truth ,Which do you agree with more? MSNBC try to always report the truth vs report false stories if it benefits them vs Don’t know,,
media_use_recent_1,#N/A,,Media Use - Blog,,In the past 24 hours have you… Read a blog,media_use_recent_1,Include,No,,,,,1,% selected,In the past 24 hours have you… Read a blog,,
media_use_recent_2,#N/A,,Media Use - TV,,"In the past 24 hours have you… Watched TV news (Did you watch local news, national news, or both?)",media_use_recent_2,Include,No,,,,,1,% selected,"In the past 24 hours have you… Watched TV news (Did you watch local news, national news, or both?)",,
media_use_recent_3,#N/A,,Media Use - Newspaper,,"In the past 24 hours have you… Read a newspaper in print or online (Did you read a print newspaper, an online newspaper, or both?)",media_use_recent_3,Include,No,,,,,1,% selected,"In the past 24 hours have you… Read a newspaper in print or online (Did you read a print newspaper, an online newspaper, or both?)",,
media_use_recent_4,#N/A,,Media Use - Radio,,In the past 24 hours have you… Listened to a radio news program or talk radio,media_use_recent_4,Include,No,,,,,1,% selected,In the past 24 hours have you… Listened to a radio news program or talk radio,,
media_use_recent_5,#N/A,,Media Use - Social Media,,In the past 24 hours have you… Used social media (such as Facebook or YouTube),media_use_recent_5,Include,No,,,,,1,% selected,In the past 24 hours have you… Used social media (such as Facebook or YouTube),,
media_use_recent_6,#N/A,,Media Use - None,,In the past 24 hours have you… None of these,media_use_recent_6,Include,No,,,,,1,% selected,In the past 24 hours have you… None of these,,
media_use_1,#N/A,,"Media use - Slate, Buzzfeed",,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Sources such as Slate, Buzzfeed, Daily Kos, or Huffington Post",media_use_1,Include,No,,,,,1,% selected,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Sources such as Slate, Buzzfeed, Daily Kos, or Huffington Post",,
media_use_2,#N/A,,Media use - Newspapers like The New York Times,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Newspapers like The New York Times or the Washington Post,media_use_2,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Newspapers like The New York Times or the Washington Post,,
media_use_3,#N/A,,Media use - MSNBC,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? MSNBC,media_use_3,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? MSNBC,,
media_use_4,#N/A,,Media use - CNN,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? CNN,media_use_4,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? CNN,,
media_use_5,#N/A,,Media use - FOX News Network,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? FOX News Network,media_use_5,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? FOX News Network,,
media_use_6,#N/A,,"Media use - ABC, CBS, NBC",,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? ABC, CBS, NBC",media_use_6,Include,No,,,,,1,% selected,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? ABC, CBS, NBC",,
media_use_7,#N/A,,Media use - Local television news,,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Local television news, radio, or newspapers in your area",media_use_7,Include,No,,,,,1,% selected,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Local television news, radio, or newspapers in your area",,
media_use_8,#N/A,,Media use - Newspapers like The Wall Street Journal,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Newspapers like The Wall Street Journal or the Washington Times,media_use_8,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Newspapers like The Wall Street Journal or the Washington Times,,
media_use_9,#N/A,,Media use - Talk Radio programs,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Talk Radio programs like Rush Limbaugh or the Sean Hannity Show,media_use_9,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Talk Radio programs like Rush Limbaugh or the Sean Hannity Show,,
media_use_10,#N/A,,Media use - Breitbart News,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Breitbart News,media_use_10,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Breitbart News,,
media_use_11,#N/A,,"Media use - Drudge Report, Redstate.com",,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Sources such as the Drudge Report, Redstate.com, or HotAir.com",media_use_11,Include,No,,,,,1,% selected,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Sources such as the Drudge Report, Redstate.com, or HotAir.com",,
media_use_12,#N/A,,Media use - Religious news sources,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Religious news sources like The Christian Post or the Christian News Network/ “Media use -”,media_use_12,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Religious news sources like The Christian Post or the Christian News Network/ “Media use -”,,
media_use_13,#N/A,,Media use - Social media sources,,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Social media sources like Facebook, Twitter, Instagram, or Snapchat",media_use_13,Include,No,,,,,1,% selected,"Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? Social media sources like Facebook, Twitter, Instagram, or Snapchat",,
media_use_14,#N/A,,Media use - None of the above,,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? None of the above,media_use_14,Include,No,,,,,1,% selected,Which of the following news sources (in any format broadcast or online) have you used regularly for the past month for news and government and politics? None of the above,,
